City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
344,Biak,ID,-0.9131,122.8766,76.8,79,94,4.27,overcast clouds
345,Urusha,RU,54.05,122.9,-47.65,96,29,3.62,scattered clouds
346,Liaocheng,CN,36.4439,115.9647,28.47,19,0,11.25,clear sky
347,Olga,RU,43.7444,135.2892,11.3,91,58,4.03,broken clouds
348,Moron,AR,-34.6534,-58.6198,96.03,59,3,8.81,clear sky
349,Soe,ID,-9.8607,124.284,65.91,89,100,3.2,overcast clouds
350,Ampanihy,MG,-24.7,44.75,76.19,69,58,15.05,broken clouds
351,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,72,20,7.29,few clouds
352,Turka,UA,49.1541,23.0297,39.52,99,100,7.65,light rain
353,Bereda,ES,43.2686,-7.5406,53.15,100,100,10.0,overcast clouds
354,San Vicente,AR,-26.6167,-54.1333,88.5,40,33,1.34,scattered clouds
355,Liverpool,GB,53.4106,-2.9779,40.82,80,20,11.5,few clouds
356,Sorong,ID,-0.8833,131.25,80.55,78,100,8.23,light rain
357,Letlhakane,BW,-21.4167,25.5833,82.09,45,51,8.14,broken clouds
358,Kloulklubed,PW,7.0419,134.2556,75.7,77,72,18.21,broken clouds
359,Hambantota,LK,6.1241,81.1185,75.18,67,28,20.49,scattered clouds
360,Puerto Narino,CO,-3.7703,-70.3831,71.94,99,100,3.02,moderate rain
361,Dosso,NE,13.049,3.1937,86.45,13,0,6.69,clear sky
362,Viedma,AR,-40.8135,-62.9967,97.02,22,12,11.14,few clouds
363,Merauke,ID,-8.4667,140.3333,78.84,87,100,16.67,overcast clouds
364,Berlevag,NO,70.8578,29.0864,28.35,64,0,13.8,clear sky
365,Makakilo City,US,21.3469,-158.0858,71.92,87,0,4.61,clear sky
366,General Cepeda,MX,25.3833,-101.45,60.06,30,99,6.64,overcast clouds
367,Nortelandia,BR,-14.4547,-56.8028,91.13,47,5,1.81,clear sky
368,Cedar City,US,37.6775,-113.0619,26.4,80,100,16.11,overcast clouds
369,Goderich,CA,43.7501,-81.7165,36.91,93,100,31.07,moderate rain
370,Cartagena,CO,10.3997,-75.5144,87.42,66,20,4.61,few clouds
371,Yaan,NG,7.3833,8.5667,93.97,14,91,4.9,overcast clouds
372,Boz,FR,46.4071,4.9109,35.19,88,100,2.19,overcast clouds
373,Jackson,US,42.4165,-122.8345,37.27,94,100,0.0,mist
374,Dilla,ET,6.41,38.31,68.11,37,98,5.3,overcast clouds
375,Mareeba,AU,-17.0,145.4333,72.45,93,47,2.44,scattered clouds
376,Waipawa,NZ,-41.4122,175.5153,55.17,92,11,4.23,few clouds
377,Haljala,EE,59.4336,26.2614,34.12,82,79,9.6,broken clouds
378,Nizwa,OM,22.9333,57.5333,63.45,58,11,7.85,few clouds
379,Zabol,AF,32.25,67.25,28.89,77,99,5.35,overcast clouds
380,Garden City,US,42.3256,-83.331,41.14,98,100,4.61,light intensity drizzle
381,Jimbolia,RO,45.7914,20.7172,42.08,86,100,10.22,overcast clouds
382,Lac Du Bonnet,CA,50.2536,-96.0612,15.98,92,100,3.0,overcast clouds
383,Zhangye,CN,38.9342,100.4517,9.25,64,0,4.05,clear sky
384,Kieta,PG,-6.2167,155.6333,80.87,81,100,10.45,overcast clouds
385,Mount Isa,AU,-20.7333,139.5,78.57,65,40,0.0,scattered clouds
386,Coahuayana,MX,18.7333,-103.6833,81.37,49,74,3.49,broken clouds
387,Pyapon,MM,16.2833,95.6833,71.65,62,100,7.09,overcast clouds
388,Egvekinot,RU,66.3167,-179.1667,-29.09,87,55,8.97,broken clouds
389,Boende,CD,-0.2167,20.8667,82.31,50,84,3.36,broken clouds
390,Springbok,ZA,-29.6643,17.8865,79.93,26,0,15.61,clear sky
391,Revelstoke,CA,50.9832,-118.2023,32.02,100,100,0.0,mist
392,Quatre Cocos,MU,-20.2078,57.7625,77.11,90,100,7.63,moderate rain
393,Bukama,CD,-9.2,25.85,72.01,92,99,2.59,light rain
394,Sile,TR,41.1754,29.6133,61.47,55,25,3.31,scattered clouds
395,Bodmin,GB,50.4715,-4.7243,41.72,60,20,6.91,few clouds
396,Fairbanks,US,64.8378,-147.7164,-4.04,79,75,0.0,broken clouds
397,Beira,MZ,-19.8436,34.8389,86.09,70,40,9.22,scattered clouds
398,Cairns,AU,-16.9167,145.7667,77.07,97,40,1.14,scattered clouds
399,Zemio,CF,5.0314,25.1361,82.04,23,20,0.45,few clouds
400,Am Timan,TD,11.0297,20.2827,84.81,15,80,4.47,broken clouds
401,Zmeinogorsk,RU,51.1567,82.195,6.71,96,100,6.53,light snow
402,Maun,BW,-19.9833,23.4167,93.16,33,40,10.36,scattered clouds
403,Half Moon Bay,US,37.4636,-122.4286,47.98,88,40,6.91,scattered clouds
404,Skopelos,GR,39.1247,23.7247,58.21,77,0,21.03,clear sky
405,Zaykovo,RU,57.5613,62.7568,12.78,88,12,5.93,few clouds
406,Port Keats,AU,-14.25,129.55,81.37,83,100,5.64,overcast clouds
407,Meulaboh,ID,4.1363,96.1285,76.19,79,98,2.24,overcast clouds
408,Palasa,IN,18.7667,84.4167,71.67,86,20,2.62,few clouds
409,Burgeo,CA,47.6167,-57.6152,36.12,93,85,10.02,overcast clouds
410,Tashla,RU,51.7716,52.7427,1.0,86,4,5.46,clear sky
411,Newport,GB,51.5877,-2.9984,41.5,81,61,7.9,broken clouds
412,Snasa,NO,64.2457,12.3778,27.81,95,100,3.62,overcast clouds
413,Cody,US,44.5263,-109.0565,30.58,48,0,4.61,clear sky
414,Kristiinankaupunki,FI,62.2743,21.376,31.1,93,100,4.41,overcast clouds
415,Mbaiki,CF,3.8678,17.9892,83.07,23,41,2.46,scattered clouds
416,La Plata,AR,-34.9215,-57.9545,96.04,39,0,9.4,clear sky
417,Tura,IN,25.5198,90.2201,54.39,64,1,3.27,clear sky
418,Arawa,PG,-6.2132,155.5367,78.89,88,100,6.08,overcast clouds
419,San Clemente,US,33.427,-117.612,55.45,81,11,1.01,few clouds
420,Raudeberg,NO,61.9875,5.1352,32.95,74,0,5.99,clear sky
421,Sarhari,PK,26.0977,68.4786,52.88,60,75,9.75,broken clouds
422,Hami,CN,42.8,93.45,16.95,49,7,3.76,clear sky
423,Mujiayingzi,CN,42.1167,118.7833,0.1,44,14,15.05,few clouds
424,Akyab,MM,20.15,92.9,66.22,60,5,11.39,clear sky
425,Tuatapere,NZ,-46.1333,167.6833,51.91,86,82,6.35,broken clouds
426,Makokou,GA,0.5738,12.8642,79.77,63,63,4.41,broken clouds
427,Canavieiras,BR,-15.675,-38.9472,83.68,62,27,7.83,scattered clouds
428,Bubaque,GW,11.2833,-15.8333,82.69,50,55,6.08,broken clouds
429,Amga,RU,60.8953,131.9608,-54.02,100,93,0.56,overcast clouds
430,Pangnirtung,CA,66.1451,-65.7125,-18.4,69,40,0.0,scattered clouds
431,Hay River,CA,60.8156,-115.7999,21.18,79,20,10.36,few clouds
432,Katobu,ID,-4.9408,122.5276,73.49,97,100,0.96,overcast clouds
433,Juneau,US,58.3019,-134.4197,37.22,97,100,25.32,mist
434,Vung Tau,VN,10.346,107.0843,77.29,79,92,4.45,overcast clouds
435,Ewo,CG,-0.8725,14.8206,84.04,53,69,0.2,broken clouds
436,Vangaindrano,MG,-23.35,47.6,75.97,81,84,8.14,broken clouds
437,Peace River,CA,56.2501,-117.286,5.31,85,20,4.61,fog
438,Khandyga,RU,62.6667,135.6,-62.95,100,79,1.45,broken clouds
439,Luganville,VU,-15.5333,167.1667,75.67,95,100,5.99,overcast clouds
440,Prince Rupert,CA,54.3161,-130.3201,40.69,91,100,39.12,mist
441,Oranjemund,NA,-28.55,16.4333,65.95,83,15,15.86,few clouds
442,Daru,PG,-9.0763,143.2092,76.78,90,100,11.74,overcast clouds
443,Lasa,IT,46.6166,10.7002,29.35,93,100,4.56,overcast clouds
444,Inhambane,MZ,-23.865,35.3833,85.98,70,20,9.22,few clouds
445,Bay City,US,43.5945,-83.8889,39.52,94,100,6.91,mist
446,Tual,ID,-5.6667,132.75,83.3,77,99,18.54,overcast clouds
447,Urengoy,RU,65.9667,78.3667,-20.92,96,68,6.29,broken clouds
448,Vostok,RU,46.4856,135.8833,1.49,99,99,3.0,overcast clouds
449,Astoria,US,46.1879,-123.8313,38.86,97,20,4.61,few clouds
450,Soyo,AO,-6.1349,12.3689,80.6,81,100,11.32,light rain
451,Uelzen,DE,52.9667,10.5667,37.49,91,100,7.7,overcast clouds
452,Krasnyy Chikoy,RU,50.3643,108.7512,-25.82,99,35,1.5,scattered clouds
453,Sergeyevka,KZ,53.88,67.4158,7.83,80,95,7.78,overcast clouds
454,Rudbar,AF,30.15,62.6,44.31,73,46,3.67,scattered clouds
455,Charters Towers,AU,-20.1,146.2667,71.49,86,0,6.73,clear sky
456,Bud,US,39.447,-86.1758,55.35,83,40,16.6,scattered clouds
457,Surt,LY,31.2089,16.5887,62.38,55,22,22.03,few clouds
458,Kibala,TD,9.1104,18.3463,96.75,8,0,3.44,clear sky
459,Nyurba,RU,63.2842,118.3319,-35.52,97,100,4.74,overcast clouds
460,Oschersleben,DE,52.0333,11.25,34.02,87,93,10.38,overcast clouds
461,Pozo Colorado,PY,-23.4923,-58.7972,100.47,29,19,3.13,few clouds
462,Egersund,NO,58.4513,5.9997,28.94,85,14,5.35,few clouds
463,Gao,ML,16.6362,1.637,82.26,9,0,8.88,clear sky
464,Wamba,NG,8.9333,8.6,88.81,16,100,4.21,overcast clouds
465,Windhoek,NA,-22.5594,17.0832,63.09,91,100,8.05,light rain
466,Pangkalanbuun,ID,-2.6833,111.6167,73.54,97,100,2.59,moderate rain
467,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,72.25,96,100,2.55,overcast clouds
468,Bar Harbor,US,44.3876,-68.2039,38.61,64,0,10.36,clear sky
469,Ketchikan,US,55.3422,-131.6461,39.67,87,100,19.57,mist
470,Marawi,PH,7.9986,124.2928,67.98,96,98,1.03,overcast clouds
471,Portland,US,45.5234,-122.6762,41.09,92,100,3.0,overcast clouds
472,Tambura,SS,5.6,27.4667,87.08,21,46,3.76,scattered clouds
473,Oktyabrskiy,RU,54.4815,53.471,-2.92,88,12,4.47,few clouds
474,Ottawa,CA,45.4112,-75.6981,30.63,74,100,10.36,overcast clouds
475,Sept-Iles,CA,50.2001,-66.3821,29.05,67,75,23.02,broken clouds
476,Xining,CN,36.6167,101.7667,8.4,58,7,1.45,clear sky
477,Avdon,RU,54.6667,55.7167,-0.76,54,0,4.47,clear sky
478,Tarbagatay,RU,51.4803,107.3602,-25.53,98,39,3.04,scattered clouds
479,Jining,CN,35.405,116.5814,31.23,33,0,13.49,clear sky
480,Dyersburg,US,36.0345,-89.3856,57.29,67,0,25.32,clear sky
481,Plettenberg Bay,ZA,-34.0527,23.3716,70.2,84,83,5.66,broken clouds
482,Mae Sot,TH,16.7167,98.5667,69.42,74,19,2.13,few clouds
483,Fort-Shevchenko,KZ,44.5086,50.263,32.52,67,0,11.01,clear sky
484,Eureka,US,40.8021,-124.1637,38.75,99,71,3.78,broken clouds
485,Escarcega,MX,18.6089,-90.7454,88.48,43,13,4.32,few clouds
486,Praya,CV,14.9215,-23.5087,77.54,50,20,26.46,few clouds
487,Przhevalskoye,RU,55.5093,31.8482,33.1,99,100,6.93,snow
488,Saldanha,ZA,-33.0117,17.9442,75.25,83,24,12.64,few clouds
489,Asilah,MA,35.465,-6.0348,55.36,64,0,10.67,clear sky
490,Balkanabat,TM,39.5108,54.3671,34.61,54,3,4.09,clear sky
491,Jiujiang,CN,29.7333,115.9833,44.01,45,0,3.42,clear sky
492,Aliwal North,ZA,-30.6937,26.7114,71.73,59,100,4.61,overcast clouds
493,Cherskiy,RU,68.75,161.3,-43.35,100,100,2.64,overcast clouds
494,Xuanhua,CN,40.6103,115.0447,6.76,45,3,15.61,clear sky
495,Marsaxlokk,MT,35.8419,14.5431,50.61,76,20,14.97,light rain
496,Beringovskiy,RU,63.05,179.3167,-18.83,94,99,9.22,overcast clouds
497,Airai,TL,-8.9266,125.4092,60.91,93,100,2.06,overcast clouds
498,Cefalu,IT,38.0386,14.0229,49.75,68,100,10.0,overcast clouds
499,Iskenderun,TR,36.5872,36.1735,54.43,81,24,2.28,few clouds
500,Reguengos De Monsaraz,PT,38.4253,-7.5349,50.95,78,90,9.06,overcast clouds
501,Arara,BR,-6.8283,-35.7583,82.26,54,74,14.07,broken clouds
502,Dinard,FR,48.6314,-2.0614,41.38,87,0,6.91,clear sky
503,Santa Maria,BR,-29.6842,-53.8069,87.1,58,40,12.66,scattered clouds
504,Saint-Pierre,RE,-21.3393,55.4781,78.48,89,75,4.61,moderate rain
505,Faya,SA,18.3851,42.4509,59.52,74,21,5.08,few clouds
506,Lang Son,VN,21.8333,106.7333,52.02,57,75,3.2,broken clouds
507,Iqaluit,CA,63.7506,-68.5145,-13.27,69,100,2.3,light snow
508,Maunabo,PR,18.0072,-65.8993,84.65,81,15,11.14,light rain
509,Tiznit,MA,29.5833,-9.5,63.7,36,0,6.42,clear sky
510,Ambon,ID,-3.6954,128.1814,78.24,15,40,8.05,scattered clouds
511,Mount Pleasant,US,32.7941,-79.8626,74.3,73,0,19.57,clear sky
512,Fort Nelson,CA,58.8053,-122.7002,4.95,93,20,6.91,few clouds
513,Mastic Beach,US,40.7668,-72.8521,42.98,89,100,0.0,moderate rain
514,Hwange,ZW,-18.3693,26.5019,73.94,78,82,4.83,light rain
515,Bengkulu,ID,-3.8004,102.2655,72.64,93,100,3.85,overcast clouds
516,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,77,92,11.1,overcast clouds
517,Mahanje,TZ,-9.9333,35.3333,67.17,92,100,2.48,light rain
518,Itupiranga,BR,-5.1347,-49.3267,82.72,92,99,3.18,overcast clouds
519,Dubai,AE,25.2582,55.3047,71.53,53,20,6.91,few clouds
520,Chapais,CA,49.7834,-74.8492,13.78,86,45,6.53,scattered clouds
521,Manggar,ID,-2.8833,108.2667,77.41,87,100,5.84,overcast clouds
522,Pemberton,CA,50.3164,-122.8027,31.69,96,92,0.85,overcast clouds
523,Nargana,PA,9.4428,-78.5906,82.62,69,98,7.63,overcast clouds
524,Beyneu,KZ,45.3167,55.2,25.14,54,0,8.28,clear sky
525,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,10.36,thunderstorm
526,Dunedin,NZ,-45.8742,170.5036,61.81,93,26,1.99,scattered clouds
527,Reo,BF,12.3167,-2.4667,91.54,8,34,6.04,scattered clouds
528,Ostrovnoy,RU,68.0531,39.5131,33.13,90,100,22.75,overcast clouds
529,Ballina,AU,-28.8667,153.5667,69.78,99,100,5.08,light rain
530,Dong Hoi,VN,17.4833,106.6,61.81,91,100,8.99,overcast clouds
531,Todos Santos,MX,23.45,-110.2167,63.66,79,85,3.78,overcast clouds
532,Victoria Point,AU,-27.5833,153.3,71.91,89,75,1.01,light rain
533,Takoradi,GH,4.8845,-1.7554,82.72,75,99,10.56,overcast clouds
534,Tecoanapa,MX,16.5167,-98.75,81.63,59,47,2.64,scattered clouds
535,Batticaloa,LK,7.7102,81.6924,78.49,60,90,13.47,overcast clouds
536,Hofn,IS,64.2539,-15.2082,24.82,63,75,6.91,broken clouds
537,Moyo,UG,3.6609,31.7247,82.2,24,31,4.18,scattered clouds
538,Pochutla,MX,15.7432,-96.4661,80.82,51,87,5.37,overcast clouds
539,Skagen,DK,57.7209,10.5839,38.41,78,100,10.42,overcast clouds
540,Yining,CN,29.0361,114.5636,41.7,61,0,1.05,clear sky
541,Khani,GE,41.9563,42.9566,45.97,61,3,5.26,clear sky
