City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
101,Zelenoborskiy,RU,2023-01-14 01:33:02,66.845,32.3622,28.33,95,98,4.61
102,Mar Del Plata,AR,2023-01-14 01:33:02,-38.0023,-57.5575,63.09,76,0,5.01
103,Bathsheba,BB,2023-01-14 01:33:03,13.2167,-59.5167,77.61,78,20,11.5
104,Port Alfred,ZA,2023-01-14 01:33:04,-33.5906,26.891,69.19,92,95,4.45
105,Cidreira,BR,2023-01-14 01:33:04,-30.1811,-50.2056,71.74,88,100,8.3
106,Guerrero Negro,MX,2023-01-14 01:33:05,27.9769,-114.0611,62.28,61,11,5.64
107,East London,ZA,2023-01-14 01:33:06,-33.0153,27.9116,72.59,79,95,3.33
108,Port Said,EG,2023-01-14 01:33:06,31.2565,32.2841,53.58,82,40,6.91
109,Qaanaaq,GL,2023-01-14 01:33:07,77.484,-69.3632,2.48,74,100,5.03
110,Tiksi,RU,2023-01-14 01:33:08,71.6872,128.8694,-36.36,99,98,8.5
111,Hithadhoo,MV,2023-01-14 01:33:08,-0.6,73.0833,80.13,69,99,11.61
112,Poptun,GT,2023-01-14 01:33:09,16.3311,-89.4169,63.45,97,67,5.68
113,Vila Franca Do Campo,PT,2023-01-14 01:33:09,37.7167,-25.4333,63.01,90,100,16.44
114,Sisimiut,GL,2023-01-14 01:33:10,66.9395,-53.6735,9.23,70,100,18.39
115,Imbituba,BR,2023-01-14 01:33:10,-28.24,-48.6703,71.15,96,100,3.33
116,Bandar-E Lengeh,IR,2023-01-14 01:33:11,26.5579,54.8807,62.11,47,0,11.61
117,Banes,CU,2023-01-14 01:33:12,20.9625,-75.7186,71.49,82,9,6.58
118,San Fernando,PH,2023-01-14 01:33:12,15.0286,120.6898,80.33,63,100,5.28
119,Clifton,US,2023-01-14 01:33:13,40.8584,-74.1638,40.75,69,100,12.66
120,Carbonia,IT,2023-01-14 01:33:13,39.1672,8.5222,51.01,82,24,11.74
121,Sungaipenuh,ID,2023-01-14 01:33:14,-2.0833,101.3833,71.13,79,100,2.1
122,Akhalgori,GE,2023-01-14 01:33:14,42.126,44.4833,16.95,80,10,6.31
123,Nemuro,JP,2023-01-14 01:33:15,43.3236,145.575,31.95,88,100,20.51
124,Sioux Lookout,CA,2023-01-14 01:33:16,50.1001,-91.917,10.47,92,100,8.05
125,Lakatoro,VU,2023-01-14 01:33:16,-16.0999,167.4164,84.0,68,100,7.56
126,Boffa,GN,2023-01-14 01:33:17,10.1667,-14.0333,72.5,80,18,3.83
127,Yuanping,CN,2023-01-14 01:33:17,38.7153,112.7575,16.05,50,100,12.17
128,Coquimbo,CL,2023-01-14 01:33:18,-29.9533,-71.3436,62.33,82,0,8.05
129,Kapaa,US,2023-01-14 01:33:18,22.0752,-159.319,82.38,63,0,9.22
130,Bengkulu,ID,2023-01-14 01:33:19,-3.8004,102.2655,79.59,77,99,0.87
131,Asau,RO,2023-01-14 01:33:20,46.4333,26.4,29.32,89,24,3.69
132,Kibakwe,TZ,2023-01-14 01:33:20,-6.7167,36.3667,62.37,96,77,2.19
133,Nohar,IN,2023-01-14 01:33:21,29.1833,74.7667,42.71,61,0,8.57
134,Chokurdakh,RU,2023-01-14 01:33:22,70.6333,147.9167,-30.17,95,100,6.35
135,Alofi,NU,2023-01-14 01:33:22,-19.0595,-169.9187,85.89,51,20,10.36
136,Camabatela,AO,2023-01-14 01:33:23,-8.1881,15.375,58.75,96,100,2.1
137,Herat,AF,2023-01-14 01:34:24,34.5,62.0,6.93,57,0,2.73
138,Sari,IR,2023-01-14 01:34:24,36.5633,53.0601,33.08,64,9,2.91
139,Awjilah,LY,2023-01-14 01:34:24,29.1081,21.2869,53.17,78,0,7.96
140,Alice Town,BS,2023-01-14 01:34:25,25.7167,-79.3,69.39,66,0,28.99
141,Half Moon Bay,US,2023-01-14 01:34:26,37.4636,-122.4286,58.35,88,100,11.5
142,Jacareacanga,BR,2023-01-14 01:34:26,-6.2222,-57.7528,72.19,99,100,3.91
143,Grindavik,IS,2023-01-14 01:34:27,63.8424,-22.4338,28.87,54,0,12.66
144,Tocopilla,CL,2023-01-14 01:34:28,-22.092,-70.1979,69.22,70,23,6.33
145,Khandyga,RU,2023-01-14 01:34:28,62.6667,135.6,-54.24,100,100,0.43
146,Rio Grande,BR,2023-01-14 01:34:13,-32.035,-52.0986,70.77,92,100,8.46
147,Ouadda,CF,2023-01-14 01:34:29,8.0777,22.4007,63.59,34,2,4.97
148,New Norfolk,AU,2023-01-14 01:34:30,-42.7826,147.0587,87.89,31,0,3.0
149,Thompson,CA,2023-01-14 01:34:30,55.7435,-97.8558,8.76,92,0,4.61
150,Buala,SB,2023-01-14 01:34:31,-8.145,159.5921,78.19,85,100,4.74
151,Shingu,JP,2023-01-14 01:34:31,33.7333,135.9833,63.68,95,100,16.84
152,Hami,CN,2023-01-14 01:34:32,42.8,93.45,5.79,68,5,3.49
153,Kahului,US,2023-01-14 01:34:33,20.8947,-156.47,80.62,61,20,8.01
154,Cabedelo,BR,2023-01-14 01:34:33,-6.9811,-34.8339,79.47,77,5,12.15
155,Butaritari,KI,2023-01-14 01:34:34,3.0707,172.7902,81.16,80,48,14.97
156,Husavik,IS,2023-01-14 01:34:34,66.0449,-17.3389,16.25,94,100,4.9
157,Esperance,AU,2023-01-14 01:34:35,-33.8667,121.9,64.81,53,45,18.95
158,Darnah,LY,2023-01-14 01:34:36,32.767,22.6367,57.02,67,5,12.08
159,Margate,GB,2023-01-14 01:34:36,51.3813,1.3862,47.3,81,100,4.0
160,Belaya Gora,RU,2023-01-14 01:34:37,68.5333,146.4167,-29.24,98,100,7.25
161,Fortuna,US,2023-01-14 01:29:58,40.5982,-124.1573,54.93,95,100,10.36
162,Sabang,ID,2023-01-14 01:34:38,5.8933,95.3214,80.83,76,96,7.74
163,Bethel,US,2023-01-14 01:34:39,41.3712,-73.414,39.51,73,100,10.36
164,Lusambo,CD,2023-01-14 01:34:39,-4.9667,23.45,66.99,100,100,0.81
165,Muleba,TZ,2023-01-14 01:34:40,-1.8397,31.6544,62.71,83,64,4.09
166,Moranbah,AU,2023-01-14 01:34:40,-22.0016,148.0466,68.04,93,100,20.71
167,Luanda,AO,2023-01-14 01:34:41,-8.8368,13.2343,75.2,94,75,2.3
168,Saldanha,ZA,2023-01-14 01:34:42,-33.0117,17.9442,63.95,93,80,18.68
169,Colac,AU,2023-01-14 01:34:42,-38.3333,143.5833,86.16,23,0,7.05
170,Innisfail,AU,2023-01-14 01:34:21,-17.5333,146.0333,78.89,85,100,2.01
171,Kungurtug,RU,2023-01-14 01:34:43,50.5994,97.5228,-16.46,87,100,1.43
172,Poum,NC,2023-01-14 01:34:44,-20.2333,164.0167,81.86,70,30,17.69
173,Torbay,CA,2023-01-14 01:30:28,47.6666,-52.7314,33.58,89,100,23.02
174,Obo,CF,2023-01-14 01:34:45,5.3998,26.4869,69.28,34,27,4.29
175,Cabo San Lucas,MX,2023-01-14 01:33:37,22.8909,-109.9124,76.3,64,0,3.44
176,Carnarvon,AU,2023-01-14 01:34:45,-24.8667,113.6333,83.98,45,0,16.8
177,Mahebourg,MU,2023-01-14 01:35:46,-20.4081,57.7,77.29,78,40,9.22
178,Saint George,US,2023-01-14 01:35:46,37.1041,-113.5841,51.26,60,0,4.61
179,Lavrentiya,RU,2023-01-14 01:35:47,65.5833,-171.0,-6.97,92,28,5.73
180,Dunedin,NZ,2023-01-14 01:32:28,-45.8742,170.5036,60.8,70,43,7.76
181,Basco,PH,2023-01-14 01:35:48,20.4487,121.9702,78.04,83,92,16.13
182,Upernavik,GL,2023-01-14 01:35:48,72.7868,-56.1549,-1.17,60,100,6.35
183,Codrington,AU,2023-01-14 01:35:49,-38.2667,141.9667,91.2,25,5,6.98
184,Kiruna,SE,2023-01-14 01:35:49,67.8557,20.2251,4.12,92,59,6.91
185,Kongolo,CD,2023-01-14 01:35:50,-5.3833,27.0,67.48,97,100,2.24
186,Kieta,PG,2023-01-14 01:35:50,-6.2167,155.6333,85.68,65,88,9.98
187,Makakilo City,US,2023-01-14 01:35:51,21.3469,-158.0858,82.15,48,0,11.5
188,Ust-Kulom,RU,2023-01-14 01:35:51,61.6864,53.6902,21.9,92,100,9.91
189,Ignacio De La Llave,MX,2023-01-14 01:35:35,18.7167,-95.9833,67.91,58,57,13.02
190,Kodiak,US,2023-01-14 01:34:36,57.79,-152.4072,38.71,100,100,12.66
191,Teya,RU,2023-01-14 01:35:52,60.3778,92.6267,-10.25,100,100,3.09
192,Kilindoni,TZ,2023-01-14 01:35:53,-7.9139,39.6668,80.82,75,83,8.57
193,Vestmanna,FO,2023-01-14 01:35:53,62.1564,-7.1664,31.12,74,100,8.05
194,Kishi,NG,2023-01-14 01:35:54,9.0833,3.85,74.12,19,87,6.8
195,Mount Gambier,AU,2023-01-14 01:31:56,-37.8333,140.7667,98.08,15,3,2.86
196,Fuyu,CN,2023-01-14 01:35:55,45.1833,124.8167,-0.76,55,92,8.81
197,Olafsvik,IS,2023-01-14 01:35:55,64.8945,-23.7142,27.99,79,88,19.64
198,Parga,GR,2023-01-14 01:35:56,39.2831,20.3964,49.69,67,47,3.15
199,Lebu,CL,2023-01-14 01:35:56,-37.6167,-73.65,56.59,87,8,18.88
200,Haines Junction,CA,2023-01-14 01:35:57,60.7522,-137.5108,7.3,99,100,0.92
201,Faanui,PF,2023-01-14 01:35:57,-16.4833,-151.75,80.78,75,100,23.47
202,Campeche,MX,2023-01-14 01:35:58,19.0,-90.5,70.03,65,16,5.66
203,Ondangwa,NA,2023-01-14 01:35:58,-17.9167,15.95,73.4,27,46,12.66
204,Arman,RU,2023-01-14 01:35:59,59.7,150.1667,-9.53,95,100,11.68
205,Noumea,NC,2023-01-14 01:35:59,-22.2763,166.4572,88.0,99,0,17.94
206,Malino,PH,2023-01-14 01:36:00,15.1257,120.6727,80.02,69,75,2.3
207,Revuca,SK,2023-01-14 01:36:00,48.6835,20.1173,40.57,98,100,2.13
208,Faya,SA,2023-01-14 01:36:01,18.3851,42.4509,52.32,77,4,4.29
209,Kenai,US,2023-01-14 01:35:21,60.5544,-151.2583,28.09,80,100,8.05
210,Bardiyah,LY,2023-01-14 01:36:02,31.7561,25.0865,56.77,64,11,12.73
211,Caravelas,BR,2023-01-14 01:36:02,-17.7125,-39.2481,75.76,87,4,5.39
212,Lazurne,UA,2023-01-14 01:36:03,46.084,32.5295,33.53,86,100,10.18
213,Victoria,HK,2023-01-14 01:36:04,22.2855,114.1577,74.97,94,73,5.01
214,Pinega,RU,2023-01-14 01:36:04,64.7001,43.3936,30.96,94,97,8.57
215,Pevek,RU,2023-01-14 01:36:05,69.7008,170.3133,-25.94,98,39,4.74
216,Karratha,AU,2023-01-14 01:36:06,-20.7377,116.8463,103.71,20,26,18.16
217,Talaja,IN,2023-01-14 01:36:06,21.35,72.05,58.39,38,19,9.64
218,Beyneu,KZ,2023-01-14 01:36:07,45.3167,55.2,15.91,45,0,16.82
219,Aklavik,CA,2023-01-14 01:32:16,68.2191,-135.0107,-10.61,98,100,5.23
220,Cockburn Town,TC,2023-01-14 01:37:07,21.4612,-71.1419,76.96,78,75,9.22
221,Zhigansk,RU,2023-01-14 01:37:08,66.7697,123.3711,-57.78,97,99,4.25
222,Dikson,RU,2023-01-14 01:37:09,73.5069,80.5464,-34.46,94,16,5.64
223,Castro,BR,2023-01-14 01:37:09,-24.7911,-50.0119,65.73,97,100,4.72
224,Beloha,MG,2023-01-14 01:37:10,-25.1667,45.05,72.61,89,2,10.29
225,Fairbanks,US,2023-01-14 01:35:32,64.8378,-147.7164,-7.64,81,0,0.0
226,Trapani,IT,2023-01-14 01:37:10,37.8333,12.6667,57.29,88,40,13.8
227,Maniitsoq,GL,2023-01-14 01:37:11,65.4167,-52.9,13.03,72,100,13.38
228,Luderitz,NA,2023-01-14 01:37:12,-26.6481,15.1594,64.99,63,1,19.3
229,Ancud,CL,2023-01-14 01:37:12,-41.8697,-73.8203,54.25,82,79,5.64
230,Westport,US,2023-01-14 01:37:13,41.1415,-73.3579,42.84,75,100,12.66
231,Meulaboh,ID,2023-01-14 01:37:13,4.1363,96.1285,77.83,86,90,2.95
232,Hammonton,US,2023-01-14 01:32:18,39.6365,-74.8024,40.95,74,100,11.1
233,Shimoda,JP,2023-01-14 01:37:14,34.6667,138.95,64.76,95,100,24.63
234,Mzimba,MW,2023-01-14 01:37:15,-11.9,33.6,62.2,93,100,2.62
235,Sur,OM,2023-01-14 01:37:15,22.5667,59.5289,66.02,51,0,16.42
236,Kisangani,CD,2023-01-14 01:37:16,0.5167,25.2,70.43,73,92,0.76
237,Cherskiy,RU,2023-01-14 01:37:16,68.75,161.3,-31.11,97,100,3.0
238,Santa Ines,BR,2023-01-14 01:37:17,-3.6667,-45.38,73.15,94,96,3.94
239,Kysyl-Syr,RU,2023-01-14 01:37:17,63.8986,122.7617,-71.9,100,83,1.79
240,Camacha,PT,2023-01-14 01:37:18,33.0833,-16.3333,58.42,63,75,12.66
241,Pontes E Lacerda,BR,2023-01-14 01:37:18,-15.2261,-59.3353,73.58,90,100,4.88
242,Agapovka,RU,2023-01-14 01:37:19,53.2973,59.1348,15.01,71,77,9.48
243,Antofagasta,CL,2023-01-14 01:37:19,-23.65,-70.4,67.28,81,14,4.63
244,Marquette,US,2023-01-14 01:37:20,46.5333,-87.6335,18.84,95,86,3.47
245,Meridian,US,2023-01-14 01:37:20,43.6121,-116.3915,45.45,70,100,9.22
246,Paamiut,GL,2023-01-14 01:37:21,61.994,-49.6678,13.69,60,100,15.52
247,Altamont,US,2023-01-14 01:37:22,42.2068,-121.7372,40.84,81,75,12.66
248,Tecoanapa,MX,2023-01-14 01:37:23,16.5167,-98.75,77.32,74,0,5.41
249,Banjar,ID,2023-01-14 01:37:23,-8.19,114.9675,86.02,64,85,3.8
250,Vestmannaeyjar,IS,2023-01-14 01:37:24,63.4427,-20.2734,30.7,66,100,16.35
251,Nizhniy Ingash,RU,2023-01-14 01:37:24,56.2,96.53,4.64,84,100,13.69
252,Honiara,SB,2023-01-14 01:37:25,-9.4333,159.95,78.24,89,100,4.05
253,La Ronge,CA,2023-01-14 01:37:25,55.1001,-105.2842,14.25,92,100,6.91
254,Owando,CG,2023-01-14 01:37:26,-0.4819,15.8999,70.34,80,27,1.07
255,Dahuk,IQ,2023-01-14 01:37:27,36.8695,42.994,43.18,51,100,4.59
256,Ilulissat,GL,2023-01-14 01:37:28,69.2167,-51.1,-6.83,71,100,8.1
257,Khatanga,RU,2023-01-14 01:37:28,71.9667,102.5,-50.4,100,100,1.68
258,San Patricio,US,2023-01-14 01:37:29,28.017,-97.5169,57.85,42,0,6.76
259,Corinto,GR,2023-01-14 01:37:29,37.9407,22.9573,43.9,75,1,2.28
260,Nanortalik,GL,2023-01-14 01:37:30,60.1432,-45.2371,19.13,62,100,8.48
261,Kirksville,US,2023-01-14 01:37:31,40.1948,-92.5833,26.06,82,0,1.99
262,Siderno,IT,2023-01-14 01:37:31,38.2779,16.302,54.93,82,100,10.71
263,Hasaki,JP,2023-01-14 01:37:32,35.7333,140.8333,61.2,86,100,24.81
264,Plyussa,RU,2023-01-14 01:37:32,58.4308,29.3654,34.3,99,100,9.42
265,Bhuj,IN,2023-01-14 01:37:33,23.2667,69.6667,53.28,29,2,7.34
266,Akdepe,TM,2023-01-14 01:37:33,42.0551,59.3788,5.09,43,0,10.38
267,Manzil Kamil,TN,2023-01-14 01:38:34,35.6248,10.6673,56.64,62,40,6.91
268,Tadine,NC,2023-01-14 01:38:34,-21.55,167.8833,81.23,61,39,12.26
269,Chikwawa,MW,2023-01-14 01:38:35,-16.0335,34.8009,72.39,88,92,1.48
270,Olinda,BR,2023-01-14 01:36:54,-8.0089,-34.8553,80.33,74,40,6.91
271,Kaitangata,NZ,2023-01-14 01:38:35,-46.2817,169.8464,62.46,58,31,7.81
272,Butler,US,2023-01-14 01:38:36,39.4501,-84.5666,32.11,79,100,9.22
273,Tazovskiy,RU,2023-01-14 01:38:36,67.4667,78.7,-19.46,95,100,15.46
274,Pryazha,RU,2023-01-14 01:38:37,61.6926,33.6216,33.03,97,100,10.67
275,Dalbandin,PK,2023-01-14 01:38:37,28.8947,64.4101,24.31,43,8,9.01
276,Wajid,SO,2023-01-14 01:38:38,3.8093,43.2471,70.63,67,49,18.39
277,Vao,NC,2023-01-14 01:38:38,-22.6667,167.4833,77.61,67,2,14.7
278,Chifeng,CN,2023-01-14 01:38:39,42.2683,118.9636,5.54,26,100,15.08
279,Rengasdengklok,ID,2023-01-14 01:38:39,-6.1592,107.2981,89.01,64,100,1.23
280,Cambe,BR,2023-01-14 01:38:40,-23.2758,-51.2783,72.28,100,75,6.91
281,Hamilton,US,2023-01-14 01:38:40,39.1834,-84.5333,32.76,79,100,14.97
282,Tulum,MX,2023-01-14 01:38:41,20.2167,-87.4667,70.29,64,59,8.68
283,Broken Hill,AU,2023-01-14 01:38:42,-31.95,141.4333,99.07,15,4,10.47
284,Kibala,TD,2023-01-14 01:38:42,9.1104,18.3463,71.08,25,1,5.26
285,Pingliang,CN,2023-01-14 01:38:43,35.5392,106.6861,15.35,58,100,16.22
286,Kalmunai,LK,2023-01-14 01:38:43,7.4167,81.8167,74.86,82,96,8.79
287,Bonavista,CA,2023-01-14 01:38:44,48.6499,-53.1147,31.01,96,100,25.77
288,Marrakesh,MA,2023-01-14 01:34:23,31.6315,-8.0083,50.07,62,0,2.3
289,Nago,JP,2023-01-14 01:38:45,26.5881,127.9761,75.63,74,65,12.84
290,Yumen,CN,2023-01-14 01:38:45,40.2833,97.2,5.79,58,8,7.16
291,Dukhovshchina,RU,2023-01-14 01:38:46,55.1919,32.4111,25.81,91,100,10.74
292,Marsaxlokk,MT,2023-01-14 01:38:46,35.8419,14.5431,59.07,82,20,11.5
293,Itoman,JP,2023-01-14 01:38:47,26.1247,127.6694,75.58,83,40,17.27
294,Port Lincoln,AU,2023-01-14 01:38:47,-34.7333,135.8667,82.49,41,0,18.1
